dataset,sequence,spatial_radius_m,temporal_exclusion_frames,query_frame,reference_frame,spatial_distance_m,query_heading_deg,reference_heading_deg,heading_difference_deg,traversal_class
KITTI_odometry,05,5.0,100,1292,532,4.9045491250470725,215.37831635321965,328.8412641276212,113.46294777440153,oblique
KITTI_odometry,05,5.0,100,1292,533,4.735816550501107,215.37831635321965,325.5344425023367,110.15612614911703,oblique
KITTI_odometry,05,5.0,100,1292,534,4.651633076673196,215.37831635321965,322.1601446540785,106.78182830085888,oblique
KITTI_odometry,05,5.0,100,1292,535,4.575609557206573,215.37831635321965,318.77344782273946,103.39513146951981,oblique
KITTI_odometry,05,5.0,100,1292,536,4.59857897724939,215.37831635321965,315.4142963006465,100.03597994742688,oblique
KITTI_odometry,05,5.0,100,1292,537,4.635794130459211,215.37831635321965,312.08716499370746,96.70884864048782,oblique
KITTI_odometry,05,5.0,100,1292,538,4.72037698706367,215.37831635321965,308.7441949945224,93.36587864130274,oblique
KITTI_odometry,05,5.0,100,1292,539,4.8932579842064605,215.37831635321965,305.45838991965076,90.08007356643111,oblique
KITTI_odometry,05,5.0,100,1293,530,4.915192627964856,218.08756671193282,335.42473320825013,117.33716649631731,oblique
KITTI_odometry,05,5.0,100,1293,531,4.684854851540227,218.08756671193282,332.13512489761126,114.04755818567844,oblique
KITTI_odometry,05,5.0,100,1293,532,4.463392790243765,218.08756671193282,328.8412641276212,110.75369741568835,oblique
KITTI_odometry,05,5.0,100,1293,533,4.284024224954873,218.08756671193282,325.5344425023367,107.44687579040385,oblique
KITTI_odometry,05,5.0,100,1293,534,4.190755273217484,218.08756671193282,322.1601446540785,104.0725779421457,oblique
KITTI_odometry,05,5.0,100,1293,535,4.108865889755972,218.08756671193282,318.77344782273946,100.68588111080663,oblique
KITTI_odometry,05,5.0,100,1293,536,4.129231082174991,218.08756671193282,315.4142963006465,97.3267295887137,oblique
KITTI_odometry,05,5.0,100,1293,537,4.167396753370152,218.08756671193282,312.08716499370746,93.99959828177464,oblique
KITTI_odometry,05,5.0,100,1293,538,4.256023724088045,218.08756671193282,308.7441949945224,90.65662828258957,oblique
KITTI_odometry,05,5.0,100,1293,539,4.435294626064909,218.08756671193282,305.45838991965076,87.37082320771793,oblique
KITTI_odometry,05,5.0,100,1293,540,4.625136071511853,218.08756671193282,302.2439659605065,84.15639924857368,oblique
KITTI_odometry,05,5.0,100,1293,541,4.887803207986188,218.08756671193282,299.0414771614983,80.95391044956546,oblique
KITTI_odometry,05,5.0,100,1294,529,4.814914215227514,220.87616929542216,338.620020935055,117.74385163963282,oblique
KITTI_odometry,05,5.0,100,1294,530,4.503071114250801,220.87616929542216,335.42473320825013,114.54856391282797,oblique
KITTI_odometry,05,5.0,100,1294,531,4.255101109256969,220.87616929542216,332.13512489761126,111.2589556021891,oblique
KITTI_odometry,05,5.0,100,1294,532,4.01692254468516,220.87616929542216,328.8412641276212,107.96509483219901,oblique
KITTI_odometry,05,5.0,100,1294,533,3.8213692166552087,220.87616929542216,325.5344425023367,104.65827320691452,oblique
KITTI_odometry,05,5.0,100,1294,534,3.7130790794164343,220.87616929542216,322.1601446540785,101.28397535865636,oblique
KITTI_odometry,05,5.0,100,1294,535,3.620173245854399,220.87616929542216,318.77344782273946,97.8972785273173,oblique
KITTI_odometry,05,5.0,100,1294,536,3.633552710502475,220.87616929542216,315.4142963006465,94.53812700522437,oblique
KITTI_odometry,05,5.0,100,1294,537,3.669663135765993,220.87616929542216,312.08716499370746,91.2109956982853,oblique
KITTI_odometry,05,5.0,100,1294,538,3.760506855465106,220.87616929542216,308.7441949945224,87.86802569910023,oblique
KITTI_odometry,05,5.0,100,1294,539,3.945309444137435,220.87616929542216,305.45838991965076,84.5822206242286,oblique
KITTI_odometry,05,5.0,100,1294,540,4.142599021146009,220.87616929542216,302.2439659605065,81.36779666508434,oblique
KITTI_odometry,05,5.0,100,1294,541,4.4134905290483895,220.87616929542216,299.0414771614983,78.16530786607612,oblique
KITTI_odometry,05,5.0,100,1294,542,4.67422610706842,220.87616929542216,295.8857582810042,75.00958898558204,oblique
KITTI_odometry,05,5.0,100,1294,543,4.98999810120203,220.87616929542216,292.87694522882236,72.0007759334002,oblique
KITTI_odometry,05,5.0,100,1295,528,4.8124009984621985,223.78259284131212,341.7237454725234,117.94115263121125,oblique
KITTI_odometry,05,5.0,100,1295,529,4.479753361514452,223.78259284131212,338.620020935055,114.83742809374286,oblique
KITTI_odometry,05,5.0,100,1295,530,4.152206875867336,223.78259284131212,335.42473320825013,111.64214036693801,oblique
KITTI_odometry,05,5.0,100,1295,531,3.884452580480281,223.78259284131212,332.13512489761126,108.35253205629914,oblique
KITTI_odometry,05,5.0,100,1295,532,3.626836755355822,223.78259284131212,328.8412641276212,105.05867128630905,oblique
KITTI_odometry,05,5.0,100,1295,533,3.4114919097075496,223.78259284131212,325.5344425023367,101.75184966102455,oblique
KITTI_odometry,05,5.0,100,1295,534,3.283632715454033,223.78259284131212,322.1601446540785,98.3775518127664,oblique
KITTI_odometry,05,5.0,100,1295,535,3.1753980931530466,223.78259284131212,318.77344782273946,94.99085498142733,oblique
KITTI_odometry,05,5.0,100,1295,536,3.177788932575592,223.78259284131212,315.4142963006465,91.6317034593344,oblique
KITTI_odometry,05,5.0,100,1295,537,3.2089302033543725,223.78259284131212,312.08716499370746,88.30457215239534,oblique
KITTI_odometry,05,5.0,100,1295,538,3.300050601127212,223.78259284131212,308.7441949945224,84.96160215321026,oblique
KITTI_odometry,05,5.0,100,1295,539,3.489249416421826,223.78259284131212,305.45838991965076,81.67579707833863,oblique
KITTI_odometry,05,5.0,100,1295,540,3.6933447131292674,223.78259284131212,302.2439659605065,78.46137311919438,oblique
KITTI_odometry,05,5.0,100,1295,541,3.9719795933513904,223.78259284131212,299.0414771614983,75.25888432018616,oblique
KITTI_odometry,05,5.0,100,1295,542,4.241027019484788,223.78259284131212,295.8857582810042,72.10316543969208,oblique
KITTI_odometry,05,5.0,100,1295,543,4.5646871623365275,223.78259284131212,292.87694522882236,69.09435238751024,oblique
KITTI_odometry,05,5.0,100,1295,544,4.881138051725221,223.78259284131212,290.0646334479956,66.2820406066835,oblique
KITTI_odometry,05,5.0,100,1296,527,4.90144961924532,226.83220349826414,344.8385166091405,118.00631311087639,oblique
KITTI_odometry,05,5.0,100,1296,528,4.5157590203641345,226.83220349826414,341.7237454725234,114.89154197425924,oblique
KITTI_odometry,05,5.0,100,1296,529,4.166194738607415,226.83220349826414,338.620020935055,111.78781743679085,oblique
KITTI_odometry,05,5.0,100,1296,530,3.8204176106808077,226.83220349826414,335.42473320825013,108.592529709986,oblique
KITTI_odometry,05,5.0,100,1296,531,3.528005885766065,226.83220349826414,332.13512489761126,105.30292139934713,oblique
KITTI_odometry,05,5.0,100,1296,532,3.245214730953876,226.83220349826414,328.8412641276212,102.00906062935704,oblique
